NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Study Type,Locations
NCT02631148,Effects of Melatonin Supplementation on Renal Physiology in a Habitual Sleep Restricted Population.,https://clinicaltrials.gov/study/NCT02631148,TERMINATED,Obesity|Prediabetic State,DRUG: Melatonin|DRUG: Placebo,Brigham and Women's Hospital,,ALL,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Brigham and Women's Hospital, Boston, Massachusetts, 02215, United States"
NCT00391196,"A 1-Year Study On The Effects Of CP-945,598 For The Treatment Of Obesity In Overweight Type 2 Diabetic Patients",https://clinicaltrials.gov/study/NCT00391196,TERMINATED,Obesity,"DRUG: Placebo|DRUG: CP-945,598|DRUG: CP-945,598 Treatment B",Pfizer,,ALL,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Pfizer Investigational Site, Birmingham, Alabama, 35233, United States|Pfizer Investigational Site, Birmingham, Alabama, 35294, United States|Pfizer Investigational Site, Huntsville, Alabama, 35801, United States|Pfizer Investigational Site, Mobile, Alabama, 36608, United States|Pfizer Investigational Site, Chandler, Arizona, 85224, United States|Pfizer Investigational Site, Mesa, Arizona, 85213, United States|Pfizer Investigational Site, Phoenix, Arizona, 85014, United States|Pfizer Investigational Site, Fresno, California, 93720, United States|Pfizer Investigational Site, Palm Springs, California, 92262, United States|Pfizer Investigational Site, Tustin, California, 92780, United States|Pfizer Investigational Site, Walnut Creek, California, 94598, United States|Pfizer Investigational Site, New Britain, Connecticut, 06050, United States|Pfizer Investigational Site, Washington, District of Columbia, 20003-4393, United States|Pfizer Investigational Site, Orlando, Florida, 32809, United States|Pfizer Investigational Site, West Palm Beach, Florida, 33401, United States|Pfizer Investigational Site, Honolulu, Hawaii, 96814, United States|Pfizer Investigational Site, Gurnee, Illinois, 60031, United States|Pfizer Investigational Site, Madisonville, Kentucky, 42431, United States|Pfizer Investigational Site, Baton Rouge, Louisiana, 70808, United States|Pfizer Investigational Site, Metairie, Louisiana, 70002, United States|Pfizer Investigational Site, Auburn, Maine, 04210, United States|Pfizer Investigational Site, Scarborough, Maine, 04074, United States|Pfizer Investigational Site, Baltimore, Maryland, 21204, United States|Pfizer Investigational Site, Bay City, Michigan, 48706, United States|Pfizer Investigational Site, Troy, Michigan, 48098, United States|Pfizer Investigational Site, Edina, Minnesota, 55435, United States|Pfizer Investigational Site, Jefferson City, Missouri, 65109, United States|Pfizer Investigational Site, Albuquerque, New Mexico, 87108, United States|Pfizer Investigational Site, Buffalo, New York, 14209, United States|Pfizer Investigational Site, New York, New York, 10025, United States|Pfizer Investigational Site, Greenville, North Carolina, 27834, United States|Pfizer Investigational Site, Beaver, Pennsylvania, 15009, United States|Pfizer Investigational Site, Cumberland, Rhode Island, 02864, United States|Pfizer Investigational Site, Pawtucket, Rhode Island, 02860, United States|Pfizer Investigational Site, Greer, South Carolina, 29651, United States|Pfizer Investigational Site, Bristol, Tennessee, 37620, United States|Pfizer Investigational Site, Nashville, Tennessee, 37203, United States|Pfizer Investigational Site, Dallas, Texas, 75230, United States|Pfizer Investigational Site, Dallas, Texas, 75246, United States|Pfizer Investigational Site, San Antonio, Texas, 78229, United States|Pfizer Investigational Site, San Antonio, Texas, 78237, United States|Pfizer Investigational Site, Renton, Washington, 98057, United States|Pfizer Investigational Site, Morgantown, West Virginia, 26506-9136, United States|Pfizer Investigational Site, Buenos Aires, C1034ACO, Argentina|Pfizer Investigational Site, Buenos Aires, C1405CWB, Argentina|Pfizer Investigational Site, Buenos Aires, C1426ABP, Argentina|Pfizer Investigational Site, Garran, Australian Capital Territory, 2605, Australia|Pfizer Investigational Site, Wollongong, New South Wales, 2500, Australia|Pfizer Investigational Site, Adelaide, South Australia, 5000, Australia|Pfizer Investigational Site, Box Hill, Victoria, 3128, Australia|Pfizer Investigational Site, Nedlands, Western Australia, 6009, Australia|Pfizer Investigational Site, Curitiba, PR, 80030-110, Brazil|Pfizer Investigational Site, Porto Alegre, RS, 90035-170, Brazil|Pfizer Investigational Site, São Paulo, SP, 01221-020, Brazil|Pfizer Investigational Site, São Paulo, SP, 01244-030, Brazil|Pfizer Investigational Site, São Paulo, SP, 04025-011, Brazil|Pfizer Investigational Site, São Paulo, SP, 05403-000, Brazil|Pfizer Investigational Site, Red Deer, Alberta, T4N 6V7, Canada|Pfizer Investigational Site, Coquitlam, British Columbia, V3K 3P4, Canada|Pfizer Investigational Site, Winnipeg, Manitoba, R3E 3P4, Canada|Pfizer Investigational Site, Thornhill, Ontario, L4J 8L7, Canada|Pfizer Investigational Site, Charlottetown, Prince Edward Island, C1E 1J7, Canada|Pfizer Investigational Site, L'Ancienne-Lorette, Quebec, G2E 2X1, Canada|Pfizer Investigational Site, Saint-Marc-des-Carrières, Quebec, G0A 4B0, Canada|Pfizer Investigational Site, Breclav, 690 02, Czech Republic|Pfizer Investigational Site, Ceske Budejovice, 370 87, Czech Republic|Pfizer Investigational Site, Olomouc, 772 00, Czech Republic|Pfizer Investigational Site, Praha 2, 128 08, Czech Republic|Pfizer Investigational Site, Praha 4 - Krc, 140 21, Czech Republic|Pfizer Investigational Site, Berlin, 13125, Germany|Pfizer Investigational Site, Dresden, 01219, Germany|Pfizer Investigational Site, Duesseldorf, 40225, Germany|Pfizer Investigational Site, Hamburg, 20253, Germany|Pfizer Investigational Site, Leipzig, 04103, Germany|Pfizer Investigational Site, Mittweida, 09648, Germany|Pfizer Investigational Site, Tampico, Cd. Madero, 89109, Mexico|Pfizer Investigational Site, Mexico, DF, 11850, Mexico|Pfizer Investigational Site, Guadalajara, Jalisco, 44340, Mexico|Pfizer Investigational Site, Monterrey, Nuevo León, 64460, Mexico|Pfizer Investigational Site, Banska Bystrica, 975 17, Slovakia|Pfizer Investigational Site, Bratislava, 813 69, Slovakia|Pfizer Investigational Site, Lubochna, 034 91, Slovakia|Pfizer Investigational Site, Nitra, 950 01, Slovakia|Pfizer Investigational Site, Goteborg, 413 45, Sweden|Pfizer Investigational Site, Huddinge, 141 86, Sweden|Pfizer Investigational Site, Edinburgh, Lothian, EH4 2XU, United Kingdom|Pfizer Investigational Site, Bath, Somerset, BA1 3NG, United Kingdom|Pfizer Investigational Site, Coventry, CV2 2DX, United Kingdom|Pfizer Investigational Site, Dumfries, DG1 4AP, United Kingdom|Pfizer Investigational Site, Dundee, DD1 9SY, United Kingdom|Pfizer Investigational Site, Luton, LU4 0DZ, United Kingdom"
NCT00329862,Laparoscopic Adjustable Gastric Banding With Truncal Vagotomy,https://clinicaltrials.gov/study/NCT00329862,TERMINATED,Morbid Obesity|Obstructive Sleep Apnea|Hypertension|Urinary Incontinence|Hypertriglyceridemia|Diabetes|Hypercholesterolemia,PROCEDURE: Laparoscopic Truncal Vagotomy,"Central Carolina Surgery, PA","EndoVx, Inc.",ALL,ADULT,,INTERVENTIONAL,
NCT05095038,The Effect of Appethyl® vs Placebo on Human Health (Appethyl),https://clinicaltrials.gov/study/NCT05095038,TERMINATED,Overweight and Obesity|PreDiabetes,DIETARY_SUPPLEMENT: Appethyl®|DIETARY_SUPPLEMENT: Placebo,University of Copenhagen,"Greenleaf Medical AB, Lund, Sweden|Lund University",ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"University of Copenhagen, Frederiksberg, DK, 1958, Denmark"
NCT00576667,An Efficacy and Safety Study of Rimonabant for Treatment of Nonalcoholic Steatohepatitis (NASH) in Patients Without Diabetes,https://clinicaltrials.gov/study/NCT00576667,TERMINATED,Fatty Liver,DRUG: Rimonabant|DRUG: Placebo (for Rimonabant),Sanofi,,ALL,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Sanofi-Aventis Administrative Office, Bridgewater, New Jersey, 08807, United States|Sanofi-Aventis Administrative Office, Buenos Aires, Argentina|Sanofi-Aventis Administrative Office, Cove, New South Wales, Australia|Sanofi-Aventis Administrative Office, Diegem, Belgium|Sanofi-Aventis Administrative Office, Sao Paulo, Brazil|Sanofi-Aventis Administrative Office, Santiago, Chile|Sanofi-Aventis Administrative Office, Shangai, China|Sanofi-Aventis Administrative Office, Santafe de Bogota, Colombia|Sanofi-Aventis Administrative Office, Zagreb, Croatia|Sanofi-Aventis Administrative Office, Paris, France|Sanofi-Aventis Administrative Office, Berlin, Germany|Sanofi-Aventis Administrative Office, Budapest, Hungary|Sanofi-Aventis Administrative Office, Milan, Italy|Sanofi-Aventis Administrative Office, Kuala Lumpur, Malaysia|Sanofi-Aventis Administrative Office, Mexico, Mexico|Sanofi-Aventis Administrative Office, Makati City, Philippines|Sanofi-Aventis Administrative Office, Warszawa, Poland|Sanofi-Aventis Administrative Office, Porto Salvo, Portugal|Sanofi-Aventis Administrative Office, Puerto Rico, Puerto Rico|Sanofi-Aventis Administrative Office, Bucuresti, Romania|Sanofi-Aventis Administrative Office, Barcelona, Spain|Sanofi-Aventis Administrative Office, Geneva, Switzerland|Sanofi-Aventis Administrative Office, Taipei, Taiwan|Sanofi-Aventis Administrative Office, Guildford, Surrey, United Kingdom"
NCT01133600,Outpatient Treatment of Gram Positive Wound Infections in the Diabetic Foot: A Pharmaco-economic Comparison of Daptomycin vs. Vancomycin Based Regimens,https://clinicaltrials.gov/study/NCT01133600,TERMINATED,Diabetic Foot,DRUG: Cubicin|DRUG: Vancomycin,"Clinical Alliance for Research & Education - Infectious Diseases, LLC.","Cubist Pharmaceuticals LLC, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",ALL,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,"Clinical Alliance for Research & Education, Infectious Diseases, LlC, Annandale, Virginia, 22003, United States|Infuscience, Annandale, Virginia, 22003, United States"
NCT03517111,The Impact of a Parenting Intervention on Latino Youth Health Behaviors,https://clinicaltrials.gov/study/NCT03517111,TERMINATED,Diet Modification|Substance Use Disorders|Diabetes Mellitus Risk|Cardiovascular Risk Factor|Lifestyle Risk Reduction|Parenting,BEHAVIORAL: Nutrition/substance use prevention|BEHAVIORAL: Substance use prevention only|BEHAVIORAL: Academic success program,Arizona State University,National Institute on Minority Health and Health Disparities (NIMHD),ALL,"CHILD, ADULT, OLDER_ADULT",,INTERVENTIONAL,"Arizona State University, Phoenix, Arizona, 85004, United States"
NCT02936115,TruSkin®: Study for the Treatment of Chronic Diabetic Foot Ulcers,https://clinicaltrials.gov/study/NCT02936115,TERMINATED,Diabetic Foot Ulcers,OTHER: TruSkin®|OTHER: Wound Cover,Osiris Therapeutics,,ALL,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,"Florida, Florida, United States|Illinois, Illinois, United States|Michigan, Michigan, United States|Texas, Texas, United States|Virginia, Virginia, United States"
NCT02785198,Passive Training as a Treatment for Diabetic Foot Ulcers,https://clinicaltrials.gov/study/NCT02785198,TERMINATED,Diabetic Foot Ulcers,DEVICE: Passive knee extensor machine,Herlev Hospital,University of Copenhagen,ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"Herlev Hospital, Herlev, Capital Region Of Denmark, 2730, Denmark"
NCT02571738,Study to Evaluate the Safety and Efficacy of CHAM* for the Treatment of Diabetic Foot Ulcers,https://clinicaltrials.gov/study/NCT02571738,TERMINATED,Chronic Diabetic Foot Ulcers,BIOLOGICAL: CHAM|OTHER: Control,Osiris Therapeutics,,ALL,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"SAVAHCS, Tucson, Arizona, 85723, United States|ILD Research Center, Carlsbad, California, 92009, United States|Center for Clinical Research, Castro Valley, California, 94546, United States|Center for Clinical Research, San Francisco, California, 94115, United States|Stanford University, Stanford, California, 94305, United States|MedStar Georgetown University Hospital, Washington, D.C., District of Columbia, 20007, United States|Barry University Clinical Research, North Miami Beach, Florida, 33169, United States|SSH, South Weymouth, Massachusetts, 02190, United States|Ocean County Foot & Ankle Surgical Associates, Toms River, New Jersey, 08753, United States|NSLIJHS, Lake Success, New York, 11042, United States|UNC, Chapel Hill, North Carolina, 27599, United States|Duke University, Durham, North Carolina, 27710, United States|Cleveland Clinic, Cleveland, Ohio, 44195, United States|University Orthopedics, Altoona, Pennsylvania, 16602, United States|Temple University, Philadelphia, Pennsylvania, 19107, United States|Spartanburg Regional Healthcare System, Spartanburg, South Carolina, 29303, United States|North Texas Podiatric Medicine and Surgery Associates, Dallas, Texas, 75231, United States|Texas Gulf Coast Medical Group, Webster, Texas, 77598, United States"
NCT02563522,Safety and Efficacy Study of Engensis (VM202) in the Treatment of Chronic Non-Healing Foot Ulcers,https://clinicaltrials.gov/study/NCT02563522,TERMINATED,"Foot Ulcer, Diabetic",GENETIC: Engensis (VM202)|DRUG: Placebo,"Helixmith Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Central Research Associates, Inc., Birmingham, Alabama, 35205, United States|Arizona Research Center, Phoenix, Arizona, 85053, United States|University of Arizona, Tucson, Arizona, 85724, United States|NEA Baptist, Jonesboro, Arkansas, 72401, United States|Sacramento Foot and Ankle, Carmichael, California, 95608, United States|Bay Area Foot and Ankle, Castro Valley, California, 94546, United States|VA Long Beach Healthcare System, Long Beach, California, 90822, United States|USC Keck School of Medicine, Los Angeles, California, 90033, United States|Foot and Ankle Clinic, Los Angeles, California, 90057, United States|Center for Clinical Research Inc., San Francisco, California, 94115, United States|Olive View-UCLA Education & Research Institute, Sylmar, California, 91342, United States|LCC Medical Research Institute, Miami, Florida, 33126, United States|Miami Dade Medical Research Institute, LLC, Miami, Florida, 33176, United States|Northwestern University, Chicago, Illinois, 60611, United States|UMASS Memorial Med Center, Worcester, Massachusetts, 01655, United States|Saint Louis University, Saint Louis, Missouri, 63110, United States|Advanced Foot & Ankle Center, Las Vegas, Nevada, 89119, United States|Oregon Foot and Ankle Center, Eugene, Oregon, 97401, United States|MedResearch, Inc, El Paso, Texas, 79932, United States|Acclaim Bone & Joint Institute, Fort Worth, Texas, 76107, United States|Texas Heart Institute, Houston, Texas, 77030, United States|Futuro Clinical Trials, McAllen, Texas, 78501, United States"
NCT01539811,Diabetic Foot Infection Antibiotic Study,https://clinicaltrials.gov/study/NCT01539811,TERMINATED,Diabetic Foot Infections,PROCEDURE: Surgical incision and drainage of diabetic foot infection|DRUG: Short course antibiotics|DRUG: Long course antibiotics,Prisma Health-Upstate,,ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"Greenville Hospital System University Medical Center, Greenville, South Carolina, 29605, United States"
NCT02202668,Transcutaneous Raman Spectroscope (TRS) Analyses of Diabetic Foot Ulcers,https://clinicaltrials.gov/study/NCT02202668,TERMINATED,Diabetic Foot Ulcer,DEVICE: TRS,University of Michigan,,ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"University of Michigan, Ann Arbor, Michigan, 48109, United States"
NCT04235621,"A Study to Understand the Genetics and Clinical Course of Focal Segmental Glomerulosclerosis (FSGS), Treatment-Resistant Minimal Change Disease (TR-MCD), and Diabetic Nephropathy (DN)",https://clinicaltrials.gov/study/NCT04235621,TERMINATED,"Glomerulosclerosis, Focal Segmental|Minimal Change Disease|Diabetic Nephropathies",OTHER: FSGS/TR-MCD|OTHER: Diabetic Nephropathy (DN),"Goldfinch Bio, Inc.",,ALL,"ADULT, OLDER_ADULT",,OBSERVATIONAL,"Aventiv Research - Phoenix, Mesa, Arizona, 85210-6041, United States|Glendale Adventist Medical Center, Glendale, California, 91206, United States|DaVita Mojave Sage Dialysis, Victorville, California, 92395-8322, United States|Colorado Kidney Care, Denver, Colorado, 80230-7200, United States|Renal and Transplant Associates of New England, PC, Springfield, Massachusetts, 01107-1369, United States|St. Clair Nephrology, Roseville, Michigan, 48066, United States|DaVita Clinical Research, Minneapolis, Minnesota, 55404-1212, United States|Clinical Research Consultants, Kansas City, Missouri, 64111, United States|DaVita Pelican Point Dialysis, Las Vegas, Nevada, 89129-6201, United States|High Desert Nephrology, Gallup, New Mexico, 87301-5655, United States|Akron Nephrology Associates, Inc., Akron, Ohio, 44302-1715, United States|Southeast Renal Research Institute, Chattanooga, Tennessee, 37404-2743, United States|Arlington Nephrology, PC, Arlington, Texas, 76015, United States|North Texas Kidney Disease Association, Lewisville, Texas, 75057-6039, United States|South Texas Renal Care Group (Downtown), San Antonio, Texas, 78207, United States|San Antonio Kidney Disease Center Physicians Group (Wurzbach Road), San Antonio, Texas, 78229-3809, United States|South Texas Renal Care Group (Westover Hills), San Antonio, Texas, 78251-1230, United States|San Antonio Kidney Disease Center Physicians Group (Carnoustie Drive), San Antonio, Texas, 78258-4800, United States"
NCT01858545,A Comparative Efficacy Study: Treatment for Non-healing Diabetic Foot Ulcers,https://clinicaltrials.gov/study/NCT01858545,TERMINATED,"Foot Ulcer, Diabetic",DEVICE: MatriStem|DEVICE: Cellular Dermal Replacement Tissue,Integra LifeSciences Corporation,,ALL,"ADULT, OLDER_ADULT",,INTERVENTIONAL,"Carl t. Hayden Phoenix VA Medical Center, Phoenix, Arizona, 85012, United States|Associated Foot & Ankle Specialists, PC, Phoenix, Arizona, 85015, United States|Center for Clinical Research Inc., Castro Valley, California, 94546, United States|Valley Vascular Surgery Associates, Fresno, California, 93720, United States|Denver VA Medical Center, Denver, Colorado, 80220, United States|Georgetown University Medical Center, Washington, District of Columbia, 20007, United States|Advanced Research Institute of Miami, Homestead, Florida, 33030, United States|NewPhase Clinical Trials, Corp., Miami Beach, Florida, 33140, United States|Professional Health Care of Pinellas, Saint Petersburg, Florida, 33713, United States"
